City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,polyarnyy,69.1989,33.4478,260.53,88,95,7.51,RU,1702254507
368,moree,-29.4667,149.85,301.81,33,0,5.23,AU,1702254509
369,kwaksan,39.6875,125.0828,274.07,40,89,3.48,KP,1702254512
370,namtsy,62.7161,129.6658,243.22,89,100,4.58,RU,1702254513
371,arua,3.0201,30.9111,291.81,78,86,0.55,UG,1702254515
372,sault ste. marie,46.5168,-84.3333,272.05,78,75,2.57,CA,1702254309
373,magadan,59.5667,150.8,270.67,87,92,8.12,RU,1702254520
374,sept-iles,50.2001,-66.3821,275.44,98,100,2.57,CA,1702254522
375,lamu,-2.2717,40.902,299.27,85,35,3.8,KE,1702254524
376,poronaysk,49.2167,143.1167,258.24,73,28,4.05,RU,1702254526
377,mambajao,9.2504,124.7156,300.03,81,91,3.71,PH,1702254528
378,den burg,53.0542,4.7972,283.71,88,100,7.72,NL,1702254532
379,sa pa,22.3402,103.8441,286.36,87,22,0.62,VN,1702254533
380,acarau,-2.8856,-40.12,299.99,76,47,7.17,BR,1702254535
381,chegdomyn,51.1167,133.0167,245.42,91,76,0.94,RU,1702254536
382,laungowal,30.2167,75.6833,285.37,27,33,0.32,IN,1702254537
383,belmonte,-15.8631,-38.8828,297.94,85,3,2.88,BR,1702254538
384,lumut,4.2323,100.6298,299.16,89,20,0.51,MY,1702254540
385,hantsavichy,52.758,26.43,271.65,97,100,5.04,BY,1702254541
386,rouissat,31.9243,5.3502,283.19,53,0,1.54,DZ,1702254542
387,businga,3.3333,20.8833,295.52,86,92,0.62,CD,1702254544
388,dongola,19.1667,30.4833,293.99,21,51,3.42,SD,1702254545
389,ondjiva,-17.0667,15.7333,296.17,68,0,2.06,AO,1702254546
390,cooma,-36.2333,149.1333,297.28,58,100,3.33,AU,1702254547
391,springbok,-29.6643,17.8865,288.51,44,0,2.29,ZA,1702254548
392,abu zabad,12.35,29.25,295.6,16,37,3.89,SD,1702254550
393,vilyuysk,63.7553,121.6247,243.73,97,100,3.23,RU,1702254551
394,komatsu,36.4026,136.4509,283.14,76,40,9.77,JP,1702254552
395,bar,49.0772,27.6826,272.47,94,100,3.81,UA,1702254554
396,flying fish cove,-10.4217,105.6791,298.97,78,75,4.63,CX,1702254556
397,dimbokro,6.6451,-4.7048,297.67,89,59,1.7,CI,1702254557
398,akure,7.2526,5.1931,295.83,65,25,0.84,NG,1702254559
399,adrar,20.5022,-10.0711,291.03,21,47,6.14,MR,1702254561
400,upington,-28.4478,21.2561,294.36,30,0,3.09,ZA,1702254563
401,amir timur,41.0194,68.9408,277.82,55,100,1.5,UZ,1702254564
402,nemuro,43.3236,145.575,273.25,51,20,6.39,JP,1702254566
403,new plymouth,-39.0667,174.0833,289.44,82,100,2.71,NZ,1702254567
404,beledweyne,4.7358,45.2036,298.89,72,10,5.78,SO,1702254568
405,karlovo,42.6333,24.8,273.82,94,90,1.06,BG,1702254569
406,ixtapa,20.7,-105.2,299.72,78,100,2.06,MX,1702254570
407,sao jose da coroa grande,-8.8978,-35.1478,298.84,78,53,3.23,BR,1702254571
408,monte santo,-10.4378,-39.3328,298.07,57,8,5.41,BR,1702254572
409,gobabis,-22.45,18.9667,293.99,29,0,4.09,NA,1702254574
410,east london,-33.0153,27.9116,289.61,77,94,2.28,ZA,1702254575
411,mora,11.0461,14.1401,292.61,32,0,2.23,CM,1702254576
412,hasaki,35.7333,140.8333,287.2,66,100,1.43,JP,1702254578
413,murashi,59.3999,48.9615,250.97,95,100,3.46,RU,1702254579
414,jinchang,38.4953,102.1739,271.16,48,100,2.58,CN,1702254580
415,pauillac,45.1964,-0.7487,289.36,86,100,7.95,FR,1702254581
416,cervera,41.67,1.2721,285.56,92,94,3.04,ES,1702254582
417,darwin,-12.4611,130.8418,304.2,75,75,5.66,AU,1702254583
418,puerto colombia,10.9878,-74.9547,300.2,86,8,8.84,CO,1702254584
419,baiti,13.745,-14.7482,299.37,15,65,3.47,SN,1702254403
420,luderitz,-26.6481,15.1594,290.34,68,1,8.61,NA,1702254588
421,nakhon thai,17.1006,100.8374,295.91,91,5,0.91,TH,1702254589
422,montevideo,-34.8335,-56.1674,292.99,83,0,4.12,UY,1702254590
423,tomatlan,19.9333,-105.25,299.09,65,90,0.83,MX,1702254591
424,mawlaik,23.6333,94.4167,290.45,94,37,0.9,MM,1702254592
425,raja,8.4596,25.678,297.63,23,95,1.07,SS,1702254593
426,praia da vitoria,38.7333,-27.0667,290.79,82,0,6.12,PT,1702254594
427,chita,52.0333,113.55,236.09,61,11,1.0,RU,1702254595
428,san luis de la loma,17.2706,-100.8939,300.03,75,100,1.4,MX,1702254596
429,aden,12.7794,45.0367,298.66,70,1,6.48,YE,1702254598
430,huanggang,23.677,116.9996,294.09,85,44,0.36,CN,1702254599
431,franklin,39.9667,-83.0166,275.5,83,100,5.14,US,1702254600
432,charlestown,-32.95,151.6667,302.97,67,5,1.34,AU,1702254483
433,hualien city,23.9769,121.6044,299.43,75,38,1.18,TW,1702254605
434,red hill,33.9996,-79.2581,292.25,87,100,5.18,US,1702254606
435,portel,-1.9356,-50.8211,300.19,76,99,2.6,BR,1702254609
436,alice springs,-23.7,133.8833,289.9,48,100,4.96,AU,1702254610
437,korla,41.7597,86.1469,268.84,63,13,0.85,CN,1702254611
438,north platte,41.1239,-100.7654,277.25,40,0,2.06,US,1702254612
439,millau,44.0833,2.9167,286.22,98,100,1.64,FR,1702254613
440,akureyri,65.6835,-18.0878,260.11,85,0,1.03,IS,1702254615
441,pimentel,-6.8367,-79.9342,295.31,73,0,8.75,PE,1702254616
442,vila velha,-20.3297,-40.2925,298.12,83,75,1.54,BR,1702254441
443,sanya,18.2431,109.505,296.24,88,0,2.0,CN,1702254618
444,ekibastuz,51.6667,75.3667,249.28,98,99,2.73,KZ,1702254619
445,childersburg,33.2782,-86.355,281.54,64,100,2.06,US,1702254621
446,zhenzhou,32.2692,119.1789,279.76,87,100,7.47,CN,1702254622
447,at-bashi,41.1702,75.8106,262.41,61,13,0.98,KG,1702254623
448,la plata,-34.9215,-57.9545,296.94,73,26,3.47,AR,1702254600
449,aflou,34.1128,2.1023,282.39,48,1,2.67,DZ,1702254626
450,mo i rana,66.3128,14.1428,269.41,58,100,3.09,NO,1702254627
451,orchard homes,46.8633,-114.0484,275.15,93,100,0.45,US,1702254628
452,sola,-13.8833,167.55,299.53,72,100,9.65,VU,1702254629
453,lazaro cardenas,17.9583,-102.2,299.91,70,100,0.96,MX,1702254463
454,cold lake,54.4502,-110.2017,270.12,80,100,4.12,CA,1702254341
455,ko pha ngan,9.7578,100.0291,297.53,75,20,1.46,TH,1702254427
456,guantanamo,20.1444,-75.2092,300.91,86,67,1.54,CU,1702254520
457,heroica caborca,30.7167,-112.15,290.3,14,0,3.72,MX,1702254635
458,chandbali,20.7833,86.7667,289.68,51,0,2.72,IN,1702254636
459,fale old settlement,-9.3852,-171.2468,301.82,78,95,6.31,TK,1702254637
460,whangarei,-35.7317,174.3239,295.8,40,38,2.4,NZ,1702254638
461,porto novo,6.4965,2.6036,301.05,83,0,1.86,BJ,1702254639
462,inari,68.906,27.0288,259.26,91,100,4.44,FI,1702254641
463,amga,60.8953,131.9608,245.86,91,100,3.68,RU,1702254642
464,dadeldhura,29.2984,80.5806,275.78,61,2,1.7,NP,1702254644
465,sarina,-21.4333,149.2167,297.19,1,100,8.76,AU,1702254645
466,maffra,-37.9667,146.9833,292.84,92,100,1.75,AU,1702254647
467,pugachev,52.0133,48.8025,258.51,87,17,4.45,RU,1702254648
468,greenland,43.0362,-70.8328,289.34,97,100,4.12,US,1702254649
469,ripley,53.0333,-1.4,284.25,88,100,2.24,GB,1702254650
470,nova vicosa,-17.8919,-39.3719,297.89,84,5,3.17,BR,1702254651
471,arkhangel'sk,64.5401,40.5433,257.21,77,75,5.0,RU,1702254652
472,fiambala,-27.6871,-67.6149,294.98,59,49,2.08,AR,1702254653
473,collie,-33.3667,116.15,295.97,22,0,4.36,AU,1702254655
474,piti village,13.4626,144.6933,303.18,78,75,6.17,GU,1702254656
475,sawakin,19.1059,37.3321,299.54,72,34,0.75,SD,1702254657
476,xai-xai,-25.0519,33.6442,297.02,93,61,4.03,MZ,1702254658
477,saint-gaudens,43.0833,0.6667,283.72,73,100,2.7,FR,1702254659
478,tamanrasset,22.785,5.5228,286.1,26,0,3.6,DZ,1702254547
479,visby,57.6409,18.296,274.27,100,100,5.66,SE,1702254556
480,almeirim,-1.5233,-52.5817,300.23,72,66,2.1,BR,1702254662
481,castillos,-34.1667,-53.8333,288.82,96,5,2.31,UY,1702254663
482,masvingo,-20.0637,30.8277,292.6,89,99,3.72,ZW,1702254665
483,neelankarai,12.9455,80.2575,298.18,88,40,1.03,IN,1702254666
484,olyokminsk,60.3736,120.4264,246.09,92,100,3.02,RU,1702254667
485,egilsstadir,65.2653,-14.3948,267.1,100,100,0.51,IS,1702254668
486,aral,40.5156,81.2636,269.69,54,75,3.78,CN,1702254669
487,ouesso,1.6136,16.0517,297.01,85,100,0.83,CG,1702254670
488,essaouira,31.5125,-9.77,289.87,36,100,1.54,MA,1702254672
489,mili,6.0815,171.735,300.51,85,100,7.23,MH,1702254673
490,antalaha,-14.9003,50.2788,296.37,89,85,2.41,MG,1702254675
491,la passe,45.5549,-0.8967,289.28,88,100,10.74,FR,1702254676
492,acapulco de juarez,16.8634,-99.8901,302.05,79,75,1.54,MX,1702254677
493,tanumah,27.1,44.1333,291.56,26,100,3.48,SA,1702254679
494,herentals,51.1764,4.8276,284.4,88,79,0.89,BE,1702254681
495,howard springs,-12.497,131.047,303.7,91,12,2.32,AU,1702254682
496,dharchula,29.85,80.5333,281.51,20,6,3.36,IN,1702254684
497,weno,7.4515,151.8468,303.12,74,75,4.12,FM,1702254685
498,karratha,-20.7377,116.8463,302.21,18,6,10.11,AU,1702254687
499,port moresby,-9.4431,147.1797,303.83,66,40,5.14,PG,1702254688
500,nejo,9.5,35.5,287.99,55,98,0.53,ET,1702254690
501,vila franca do campo,37.7167,-25.4333,291.42,99,100,4.65,PT,1702254691
502,fauske,67.2588,15.3918,270.17,83,59,3.8,NO,1702254693
503,preobrazheniye,42.9019,133.9064,263.36,41,100,2.45,RU,1702254694
504,saudarkrokur,65.7461,-19.6394,270.57,88,100,4.7,IS,1702254696
505,es senia,35.6478,-0.624,284.14,82,0,2.57,DZ,1702254697
506,pangody,65.85,74.4859,240.43,97,91,3.89,RU,1702254520
507,niquero,20.0431,-77.5828,299.4,82,0,3.74,CU,1702254700
508,reggane,26.7158,0.1714,288.33,45,0,5.37,DZ,1702254701
509,trairi,-3.2778,-39.2689,299.97,71,76,5.33,BR,1702254533
510,pingxiang,27.6167,113.85,283.16,91,99,2.33,CN,1702254704
511,sabratah,32.7933,12.4885,287.84,61,0,6.0,LY,1702254706
512,igarka,67.4667,86.5833,243.21,98,100,2.45,RU,1702254707
513,mhamid,29.82,-5.72,288.94,36,11,2.02,MA,1702254708
514,el granada,37.5027,-122.4694,288.16,65,0,2.24,US,1702254709
515,griffith,41.5284,-87.4237,274.11,78,100,5.66,US,1702254711
516,itamaraca,-7.7478,-34.8256,301.18,73,63,2.14,BR,1702254712
517,dazuocun,24.8862,118.9643,294.01,77,100,2.46,CN,1702254714
518,derzhavinsk,51.1,66.3167,245.89,94,55,5.69,KZ,1702254715
519,sigli,5.3848,95.9609,300.2,78,85,0.93,ID,1702254717
520,dryden,49.7833,-92.7503,267.31,86,100,2.06,CA,1702254718
521,hohhot,40.8106,111.6522,271.31,93,20,1.0,CN,1702254719
522,bacobampo,26.9833,-109.65,298.4,36,0,6.14,MX,1702254722
523,callao,-12.0667,-77.15,296.33,77,75,5.14,PE,1702254724
524,piacabucu,-10.4056,-36.4344,298.52,75,0,3.94,BR,1702254725
525,buncrana,55.1333,-7.45,279.62,94,100,1.2,IE,1702254728
526,aioi,34.8036,134.4681,287.32,69,10,4.49,JP,1702254729
527,conception bay south,47.4999,-52.9981,271.89,92,57,3.8,CA,1702254505
528,as sulayyil,20.4607,45.5779,286.29,29,52,2.23,SA,1702254469
529,kavaratti,10.5669,72.642,301.71,72,100,2.81,IN,1702254733
530,chuhar jamali,24.3895,67.9923,292.37,67,3,2.94,PK,1702254735
531,filadelfia,39.9523,-75.1638,290.46,94,100,6.69,US,1702254733
532,cascais,38.6979,-9.4215,290.34,97,9,4.02,PT,1702254737
533,badger,64.8,-147.5333,248.35,73,0,1.54,US,1702254364
534,fort st. john,56.2499,-120.8529,269.09,74,40,2.57,CA,1702254740
535,neftcala,39.3742,49.2472,283.95,78,78,7.78,AZ,1702254742
536,tazacorte,28.629,-17.9293,294.9,41,0,4.02,ES,1702254744
537,prince rupert,54.3161,-130.3201,278.98,79,0,7.2,CA,1702254746
538,kindu,-2.95,25.95,293.62,99,100,0.74,CD,1702254747
539,itoman,26.1247,127.6694,297.58,80,75,2.06,JP,1702254748
540,princeton,25.5384,-80.4089,299.16,89,75,1.54,US,1702254674
541,fontanelas,38.8472,-9.4372,289.59,96,6,3.06,PT,1702254751
542,brisas barra de suchiate,14.55,-92.2167,301.25,74,34,1.87,MX,1702254752
543,bloomfield,40.8068,-74.1854,290.71,87,100,6.69,US,1702254753
544,general acha,-37.377,-64.6043,298.07,25,0,7.82,AR,1702254755
545,pandan,14.0453,124.1694,301.52,79,68,4.69,PH,1702254756
546,kingscliff,-28.2667,153.5667,302.44,54,75,5.14,AU,1702254758
547,yantzaza,-3.8278,-78.7594,293.68,99,53,0.32,EC,1702254760
548,mossendjo,-2.9506,12.7261,294.41,100,100,1.05,CG,1702254544
549,port blair,11.6667,92.75,298.17,94,20,1.03,IN,1702254569
550,gombong,-7.6072,109.5142,301.01,73,29,2.28,ID,1702254765
551,astrakhan,46.3497,48.0408,267.08,62,100,7.15,RU,1702254767
552,shimoda,34.6667,138.95,288.76,61,100,3.7,JP,1702254768
553,salym,60.0625,71.4789,240.95,98,8,1.68,RU,1702254770
554,newport,51.5877,-2.9984,284.45,88,93,13.89,GB,1702254632
555,puerto leguizamo,-0.1934,-74.7819,296.2,96,7,1.19,CO,1702254773
556,rikaze,29.25,88.8833,269.61,39,0,2.01,CN,1702254774
557,saint-joseph,-21.3667,55.6167,296.36,85,46,4.59,RE,1702254776
558,oyo,7.85,3.9333,296.04,48,7,0.24,NG,1702254777
559,tsengel,49.4783,100.8894,251.46,93,100,0.63,MN,1702254778
560,kuala belait,4.5833,114.1833,298.24,80,100,1.35,BN,1702254780
561,rawson,-43.3002,-65.1023,294.99,37,38,10.61,AR,1702254567
562,dwarka,22.2394,68.9678,295.01,51,5,2.34,IN,1702254782
563,kokstad,-30.5472,29.4241,284.27,98,100,1.43,ZA,1702254785
564,tevriz,57.509,72.4042,243.44,96,14,2.67,RU,1702254787
